NAME,Male_under_5E,Male_under_5M,Male_5_to_9E,Male_5_to_9M,Male_10_to_14E,Male_10_to_14M,Male_15_to_17E,Male_15_to_17M,Female_under_5E,Female_under_5M,Female_5_to_9E,Female_5_to_9M,Female_10_to_14E,Female_10_to_14M,Female_15_to_17E,Female_15_to_17M,Sex_By_Age_TotalE,Sex_By_Age_TotalM,Male_65_to_66E,Male_65_to_66M,Male_67_to_69E,Male_67_to_69M,Male_70_to_74E,Male_70_to_74M,Male_75_to_79E,Male_75_to_79M,Male_80_to_84E,Male_80_to_84M,Male_85_and_overE,Male_85_and_overM,Female_65_to_66E,Female_65_to_66M,Female_67_to_69E,Female_67_to_69M,Female_70_to_74E,Female_70_to_74M,Female_75_to_79E,Female_75_to_79M,Female_80_to_84E,Female_80_to_84M,Female_85_and_overE,Female_85_and_overM,Median_AgeE,Median_AgeM,AsianAloneE,AsianAloneM,BlackAloneE,BlackAloneM,GEO_ID,state,county,tract,block group,WhiteAloneE,WhiteAloneM,HispanicAloneE,HispanicAloneM,AmericanIndianAloneE,AmericanIndianAloneM,NativeHawaiianAloneE,NativeHawaiianAloneM,SomeOtherRaceAloneE,SomeOtherRaceAloneM,TwoorMoreRacesAloneE,TwoorMoreRacesAloneM,TwoorMoreRacesIncludingSomeotherRaceAloneE,TwoorMoreRacesIncludingSomeotherRaceAloneM,TwoorMoreRacesExcludingSomeotherRaceAloneE,TwoorMoreRacesExcludingSomeotherRaceAloneM,TotalRaceE,TotalRaceM,DroveAloneE,DroveAloneM,TotalTransportationE,TotalTransportationM,Drove_20_to_24E,Drove_20_to_24M,Drove_25_to_29E,Drove_25_to_29M,Drove_30_to_34E,Drove_30_to_34M,Drove_35_to_44E,Drove_35_to_44M,Drove_45_to_59E,Drove_45_to_59M,Drove_60_or_MoreE,Drove_60_or_MoreM,Kindergaten_MaleE,Kindergaten_MaleM,Grade_1_to_4_MaleE,Grade_1_to_4_MaleM,Grade_5_to_8_MaleE,Grade_5_to_8_MaleM,Grade_9_to_12_MaleE,Grade_9_to_12_MaleM,Kindergaten_FemaleE,Kindergaten_FemaleM,Grade_1_to_4_FemaleE,Grade_1_to_4_FemaleM,Grade_5_to_8_FemaleE,Grade_5_to_8_FemaleM,Grade_9_to_12_FemaleE,Grade_9_to_12_FemaleM,Kindergaten_TotalMaleE,Kindergaten_TotalMaleM,Grade_1_to_4_TotalMaleE,Grade_1_to_4_TotalMaleM,Grade_5_to_8_TotalMaleE,Grade_5_to_8_TotalMaleM,Grade_9_to_12_TotalMaleE,Grade_9_to_12_TotalMaleM,Kindergaten_TotalFemaleE,Kindergaten_TotalFemaleM,Grade_1_to_4_TotalFemaleE,Grade_1_to_4_TotalFemaleM,Grade_5_to_8_TotalFemaleE,Grade_5_to_8_TotalFemaleM,Grade_9_to_12_TotalFemaleE,Grade_9_to_12_TotalFemaleM,NoSchoolingE,NoSchoolingM,HighSchoolDiplomaE,HighSchoolDiplomaM,GEDorAlternativeE,GEDorAlternativeM,SomeCollegeLessThan1YearE,SomeCollegeLessThan1YearM,SomeCollege1orMoreYearsNoDegreeE,SomeCollege1orMoreYearsNoDegreeM,AssociateDegreeE,AssociateDegreeM,BachelorsDegreeE,BachelorsDegreeM,MastersDegreeE,MastersDegreeM,ProfessionalSchoolDegreeE,ProfessionalSchoolDegreeM,DoctorateDegreeE,DoctorateDegreeM,TotalEducationAttainmentE,TotalEducationAttainmentM,MedianHouseholdIncomeE,MedianHouseholdIncomeM,VeteranE,VeteranM,TotalVeteranE,TotalVeteranM,CivilianInLaborForceEmployedE,CivilianInLaborForceEmployedM,TotalInLaborForceE,TotalInLaborForceM,VacantE,VacantM,TotalOccupancyE,TotalOccupancyM,OccupiedE,OccupiedM,RenterOccupiedNoVehicleE,RenterOccupiedNoVehicleM,OwnerOccupiedNoVehicleE,OwnerOccupiedNoVehicleM,TotalVehicleByTenureE,TotalVehicleByTenureM,TotalGrossRentE,TotalGrossRentM,OwnerOccupiedE,OwnerOccupiedM,TotalOwnerOccupiedE,TotalOwnerOccupiedM,BroadbandE,BroadbandM,TotalBroadbandE,TotalBroadbandM
"Block Group 1, Census Tract 9, Mecklenburg County, North Carolina",18,21,6,9,0,13,0,13,27,38,6,12,0,13,0,13,460,113,0,13,0,13,24,21,0,13,34,51,0,13,15,19,20,17,3,5,0,13,11,15,22,26,35.0,5.0,11,16,207,106,1500000US371190009001,37,119,000900,1,231,71,0,13,5,8,0,13,0,13,6,8,0,13,6,8,460,113,163,60,204,72,36,29,0,13,49,29,0,13,5,9,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,15,24,0,13,6,12,0,13,0,13,0,13,71,47,24,27,0,13,31,33,4,6,129,51,24,23,11,13,5,7,403,88,65500.0,58808.0,32,26,403,88,232,75,251,77,12,18,262,66,250,64,4,6,60,57,250,64,39,26,211,63,250,64,155,45,250,64
"Block Group 2, Census Tract 9, Mecklenburg County, North Carolina",45,27,8,12,0,13,23,34,33,24,48,41,0,13,0,13,1331,328,0,13,5,7,12,18,0,13,0,13,0,13,0,13,10,17,12,17,4,7,4,7,0,13,33.0,2.0,57,78,613,251,1500000US371190009002,37,119,000900,2,573,214,81,92,0,13,0,13,0,13,7,11,0,13,7,11,1331,328,553,151,628,154,81,45,71,48,121,58,0,13,31,32,12,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,43,40,20,19,28,23,0,13,21,33,52,33,87,47,11,18,14,15,46,21,114,63,349,119,86,58,63,59,87,95,989,225,99148.0,27049.0,32,38,1174,270,824,232,883,244,62,36,557,103,495,110,43,32,12,18,495,110,177,58,318,94,495,110,411,104,495,110
"Block Group 1, Census Tract 10, Mecklenburg County, North Carolina",47,35,9,13,91,66,0,13,69,42,37,32,33,32,29,31,1220,211,9,13,11,13,0,13,44,65,0,13,0,13,35,54,6,9,22,34,55,82,0,13,9,16,39.0,7.0,22,28,13,20,1500000US371190010001,37,119,001000,1,1131,204,41,67,0,13,0,13,0,13,13,22,0,13,13,22,1220,211,409,99,516,116,122,74,36,29,87,56,56,50,30,36,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,91,66,0,13,0,13,24,27,33,32,34,32,0,13,60,48,16,23,0,13,81,65,30,30,497,127,177,101,9,14,29,34,900,198,119591.0,17432.0,0,13,905,199,602,123,652,137,0,13,446,101,446,101,0,13,0,13,446,101,73,41,373,95,446,101,446,101,446,101
"Block Group 2, Census Tract 10, Mecklenburg County, North Carolina",0,13,0,13,0,13,18,27,0,13,0,13,0,13,0,13,387,112,0,13,0,13,0,13,0,13,10,16,0,13,0,13,5,9,7,12,0,13,10,16,0,13,49.0,9.0,0,13,30,33,1500000US371190010002,37,119,001000,2,339,98,0,13,0,13,0,13,0,13,18,27,0,13,18,27,387,112,216,89,281,95,61,41,21,31,31,32,27,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,27,0,13,0,13,0,13,0,13,10,15,0,13,0,13,11,18,57,45,14,17,104,57,120,60,12,21,20,21,348,99,99231.0,63979.0,17,22,369,102,321,98,335,99,68,68,326,84,258,71,4,7,17,20,258,71,116,57,142,45,258,71,197,63,258,71
"Block Group 3, Census Tract 10, Mecklenburg County, North Carolina",7,14,9,13,0,13,0,13,26,25,0,13,0,13,0,13,1323,313,0,13,0,13,0,13,0,13,18,31,0,13,0,13,0,13,0,13,6,10,6,10,0,13,32.0,3.0,42,39,188,238,1500000US371190010003,37,119,001000,3,942,224,100,101,0,13,0,13,0,13,51,30,0,13,51,30,1323,313,914,215,930,218,172,114,99,66,133,84,59,55,27,24,49,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,31,25,23,0,13,21,23,123,88,42,44,691,302,163,100,45,39,51,43,1191,320,68750.0,42226.0,42,43,1281,306,1182,309,1201,307,85,66,901,268,816,263,20,32,6,10,816,263,536,251,280,83,816,263,735,262,816,263
"Block Group 1, Census Tract 11, Mecklenburg County, North Carolina",58,36,86,73,134,125,4,6,47,28,46,37,78,68,0,13,1598,425,14,15,21,18,20,18,0,13,0,13,0,13,26,23,7,12,5,9,19,20,0,13,10,16,35.0,3.0,114,152,8,12,1500000US371190011001,37,119,001100,1,1382,388,74,77,0,13,0,13,16,25,4,6,0,13,4,6,1598,425,721,190,778,198,88,48,32,24,115,43,88,79,12,13,0,13,17,25,6,9,0,13,0,13,0,13,26,27,0,13,0,13,17,25,115,140,88,103,10,12,0,13,37,28,32,34,35,55,22,35,25,26,0,13,34,31,51,31,19,16,474,159,255,124,162,113,29,18,1123,245,137150.0,60651.0,26,31,1145,248,947,231,974,233,20,32,669,151,649,153,0,13,0,13,649,153,159,71,490,149,649,153,569,157,649,153
"Block Group 2, Census Tract 11, Mecklenburg County, North Carolina",0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,372,115,0,13,5,8,0,13,0,13,0,13,8,12,0,13,19,21,5,8,0,13,0,13,8,12,34.0,6.0,0,13,0,13,1500000US371190011002,37,119,001100,2,354,118,13,20,0,13,0,13,0,13,5,8,5,8,0,13,372,115,281,109,293,109,39,42,75,36,0,13,0,13,27,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,0,13,33,41,0,13,33,27,33,33,38,38,191,89,9,14,0,13,28,23,365,114,102695.0,23678.0,28,29,365,114,303,109,303,109,17,28,214,65,197,61,0,13,7,12,197,61,125,60,72,35,197,61,180,61,197,61
"Block Group 3, Census Tract 11, Mecklenburg County, North Carolina",57,55,5,7,4,7,0,13,42,35,9,14,0,13,0,13,1427,517,0,13,0,13,0,13,8,11,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,32.0,7.0,0,13,224,140,1500000US371190011003,37,119,001100,3,1128,509,0,13,0,13,0,13,0,13,75,72,0,13,75,72,1427,517,1061,491,1174,517,140,112,222,234,188,139,44,31,5,7,31,44,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,19,28,0,13,9,14,0,13,0,13,0,13,68,70,0,13,11,16,232,230,24,35,477,241,216,107,93,76,0,13,1121,482,87442.0,30217.0,178,231,1310,521,1251,521,1251,521,27,29,731,250,704,249,0,13,0,13,704,249,602,255,102,46,704,249,455,98,704,249
"Block Group 1, Census Tract 12, Mecklenburg County, North Carolina",116,85,103,86,131,123,53,80,77,67,62,97,55,77,17,27,1981,710,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,18,28,0,13,15,26,29.0,6.0,9,76,632,514,1500000US371190012001,37,119,001200,1,538,270,753,569,0,13,0,13,0,13,49,59,0,13,49,59,1981,710,610,232,870,352,60,65,54,92,105,95,120,164,52,48,42,71,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,45,54,58,56,114,120,70,84,62,97,0,13,55,77,17,27,0,13,135,120,0,13,46,61,157,150,137,164,194,101,155,101,16,27,0,13,1105,314,49137.0,28805.0,97,121,1367,462,1055,360,1129,369,37,59,748,221,711,223,185,156,16,25,711,223,404,206,307,99,711,223,542,227,711,223
"Block Group 2, Census Tract 12, Mecklenburg County, North Carolina",13,20,0,13,37,56,10,17,14,22,13,22,0,13,0,13,1101,310,22,26,37,38,31,27,4,10,13,21,5,10,32,52,20,34,30,33,113,98,35,32,29,37,53.0,14.0,68,109,361,172,1500000US371190012002,37,119,001200,2,640,282,32,51,0,13,0,13,0,13,0,13,0,13,0,13,1101,310,361,165,408,171,38,40,0,13,87,76,59,74,0,13,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,56,10,17,0,13,13,22,0,13,0,13,0,13,234,129,37,56,103,94,61,46,123,89,149,104,68,66,6,11,36,58,1001,260,52200.0,43291.0,78,54,1014,263,555,220,587,226,292,134,774,174,482,142,35,32,13,20,482,142,149,78,333,127,482,142,288,103,482,142
"Block Group 3, Census Tract 12, Mecklenburg County, North Carolina",25,31,40,52,0,13,10,14,110,68,22,39,29,33,0,13,1747,357,17,21,17,20,8,14,0,13,9,15,0,13,0,13,9,15,18,21,0,13,0,13,82,90,36.0,7.0,119,158,63,87,1500000US371190012003,37,119,001200,3,1552,297,13,22,0,13,0,13,0,13,0,13,0,13,0,13,1747,357,874,237,1010,232,169,122,60,45,88,57,28,33,54,48,64,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,11,0,13,37,46,0,13,10,14,0,13,22,39,23,31,6,11,21,26,30,29,9,15,0,13,152,110,85,47,575,171,313,120,103,84,16,25,1304,242,146859.0,23916.0,33,30,1511,326,1260,313,1260,313,35,57,827,155,792,152,47,76,13,21,792,152,216,110,576,132,792,152,714,151,792,152
"Block Group 1, Census Tract 13, Mecklenburg County, North Carolina",21,24,7,12,75,67,43,48,0,13,96,77,28,37,0,13,2568,560,30,30,68,40,18,16,56,51,2,5,38,30,30,26,26,31,8,10,49,34,7,11,5,7,34.0,2.0,53,78,869,338,1500000US371190013001,37,119,001300,1,1054,308,535,403,0,13,0,13,0,13,57,40,0,13,57,40,2568,560,1048,250,1341,314,195,100,147,101,132,93,104,58,130,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,75,67,43,48,26,30,70,66,5,8,23,36,28,34,344,97,12,18,78,86,292,102,116,73,568,225,169,101,17,25,8,13,2115,448,52436.0,5893.0,99,54,2298,461,1467,330,1557,366,160,81,1106,177,946,183,74,59,6,10,946,183,507,173,439,122,946,183,650,173,946,183
"Block Group 2, Census Tract 13, Mecklenburg County, North Carolina",0,13,29,41,28,34,0,13,0,13,36,44,19,32,0,13,946,240,33,41,44,42,8,12,35,50,5,22,0,13,14,21,13,15,0,13,39,36,0,13,27,31,48.0,12.0,17,29,497,194,1500000US371190013002,37,119,001300,2,414,145,18,19,0,13,0,13,0,13,0,13,0,13,0,13,946,240,364,113,404,120,58,33,37,42,67,51,58,56,39,48,17,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,41,28,34,0,13,0,13,31,43,19,32,0,13,44,65,128,82,44,54,23,26,144,79,67,47,169,87,56,47,0,13,0,13,790,200,33828.0,9853.0,29,35,834,221,445,134,459,139,41,46,518,103,477,110,138,74,0,13,477,110,331,94,146,77,477,110,286,98,477,110
"Block Group 3, Census Tract 13, Mecklenburg County, North Carolina",9,16,42,52,15,23,0,13,9,16,14,23,15,23,0,13,710,276,23,34,0,13,0,13,0,13,0,13,0,13,0,13,6,11,0,13,0,13,0,13,0,13,34.0,12.0,53,79,101,86,1500000US371190013003,37,119,001300,3,503,205,15,33,0,13,0,13,38,57,0,13,0,13,0,13,710,276,355,213,449,222,22,29,0,13,103,85,26,39,29,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,42,52,15,23,0,13,0,13,14,23,15,23,0,13,0,13,12,15,15,32,16,33,35,42,42,49,221,111,169,152,21,25,43,66,574,250,118929.0,111354.0,0,13,606,234,538,232,554,246,35,41,349,107,314,108,0,13,6,11,314,108,85,63,229,96,314,108,283,101,314,108
"Block Group 1, Census Tract 14, Mecklenburg County, North Carolina",16,20,67,43,18,22,13,21,43,37,19,30,73,76,0,13,1614,316,32,45,0,13,0,13,3,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,31.0,1.0,52,49,410,217,1500000US371190014001,37,119,001400,1,886,232,218,135,27,43,0,13,0,13,21,29,0,13,21,29,1614,316,767,164,994,188,218,95,86,62,164,72,25,32,94,62,53,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,32,32,18,0,13,31,30,19,30,0,13,31,30,92,92,58,73,56,34,30,29,15,19,88,71,113,71,436,125,232,121,31,25,7,10,1194,249,79813.0,11856.0,52,49,1365,284,1101,194,1226,238,52,46,763,135,711,136,23,28,10,15,711,136,251,101,460,111,711,136,564,114,711,136
"Block Group 2, Census Tract 14, Mecklenburg County, North Carolina",29,22,8,13,25,29,4,7,77,61,50,35,0,13,8,14,1809,530,1,3,31,46,0,13,15,23,7,14,5,8,0,13,8,13,0,13,0,13,8,14,0,13,33.0,2.0,75,76,411,194,1500000US371190014002,37,119,001400,2,983,368,217,145,0,13,0,13,0,13,123,105,0,13,123,105,1809,530,801,230,1084,274,95,43,43,40,105,80,87,66,17,19,73,89,5,8,3,9,0,13,0,13,0,13,0,13,0,13,0,13,5,8,3,9,9,13,16,26,3,5,30,27,0,13,56,78,38,36,247,131,39,54,7,9,229,244,27,25,386,129,314,123,36,28,13,15,1396,357,66948.0,8646.0,101,90,1608,488,1272,300,1433,398,72,56,973,207,901,204,158,105,0,13,901,204,511,145,390,139,901,204,709,183,901,204
"Block Group 1, Census Tract 15.04, Mecklenburg County, North Carolina",336,366,14,32,56,60,96,108,62,78,70,58,119,115,37,51,3406,1643,0,13,0,13,40,67,15,25,0,13,9,16,56,59,0,13,143,87,15,22,0,13,0,13,39.0,4.0,0,13,2012,1586,1500000US371190015041,37,119,001504,1,345,232,871,411,0,13,0,13,0,13,178,177,0,13,178,177,3406,1643,1250,655,1997,1236,232,212,97,91,590,596,141,108,92,72,43,67,0,13,7,16,0,13,0,13,0,13,0,13,36,66,0,13,7,16,7,16,56,60,75,97,0,13,24,31,119,115,37,51,408,580,243,133,61,76,95,85,626,631,68,74,260,211,25,35,0,13,16,30,2515,1258,42809.0,10611.0,99,94,2616,1269,2021,1237,2146,1255,0,13,1313,636,1313,636,0,13,0,13,1313,636,785,629,528,156,1313,636,965,632,1313,636
"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",94,90,150,166,17,28,1,30,92,97,6,21,1,30,70,63,2165,798,8,17,0,13,62,53,0,13,14,21,8,19,0,13,71,65,65,57,34,35,22,29,63,70,34.0,16.0,471,541,1004,352,1500000US371190015042,37,119,001504,2,266,206,260,280,0,13,0,13,110,166,54,66,15,24,39,46,2165,798,658,270,928,329,235,165,118,102,170,146,52,63,77,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,78,127,54,86,17,28,1,30,6,21,0,13,0,13,71,72,140,191,185,97,15,27,35,53,133,153,271,206,120,99,87,82,15,24,0,13,1562,514,33493.0,2098.0,61,71,1725,560,1067,393,1155,445,0,13,652,208,652,208,48,51,17,27,652,208,234,134,418,155,652,208,296,153,652,208
"Block Group 3, Census Tract 15.04, Mecklenburg County, North Carolina",94,104,58,96,97,96,36,62,89,129,232,164,121,165,0,13,1848,735,0,13,12,20,11,19,17,28,0,13,0,13,0,13,19,48,32,33,31,36,0,13,0,13,26.0,7.0,69,179,913,574,1500000US371190015043,37,119,001504,3,183,110,585,512,0,13,0,13,0,13,98,152,0,13,98,152,1848,735,378,196,667,262,74,86,164,153,141,122,35,38,24,39,99,112,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,58,96,97,96,36,62,92,104,78,114,121,165,0,13,0,13,327,225,33,56,19,32,182,139,141,168,45,57,0,13,0,13,0,13,1029,372,33444.0,27745.0,17,28,1121,411,667,262,770,295,6,13,700,225,694,226,130,157,49,75,694,226,480,229,214,106,694,226,383,230,694,226
"Block Group 1, Census Tract 15.05, Mecklenburg County, North Carolina",48,61,0,13,17,22,6,11,44,46,4,8,0,13,22,31,1243,413,0,13,0,13,15,18,0,13,0,13,0,13,8,13,0,13,20,22,0,13,0,13,0,13,43.0,5.0,70,60,486,226,1500000US371190015051,37,119,001505,1,523,319,162,181,2,4,0,13,0,13,0,13,0,13,0,13,1243,413,595,162,625,182,184,101,14,22,143,103,69,51,14,26,15,25,0,13,0,13,11,20,0,13,0,13,0,13,0,13,5,11,0,13,0,13,11,20,40,48,0,13,4,8,0,13,22,31,1,4,66,59,0,13,59,54,385,212,240,173,78,51,94,59,0,13,0,13,931,363,76641.0,31208.0,88,50,1102,393,812,367,818,368,0,13,511,165,511,165,5,9,0,13,511,165,58,53,453,167,511,165,434,165,511,165
"Block Group 2, Census Tract 15.05, Mecklenburg County, North Carolina",32,50,264,137,51,61,93,131,280,322,184,135,102,70,171,119,2888,917,36,30,14,20,12,18,0,13,19,21,13,20,23,26,5,12,26,28,37,31,0,13,25,26,31.0,5.0,29,46,357,222,1500000US371190015052,37,119,001505,2,359,123,2095,887,0,13,0,13,0,13,48,59,0,13,48,59,2888,917,466,138,801,243,22,21,68,65,102,63,24,29,147,124,18,18,0,13,8,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,210,121,54,59,60,50,0,13,87,81,102,70,171,119,81,73,320,219,40,34,0,13,250,118,36,29,146,95,20,23,0,13,13,19,1569,458,36514.0,21140.0,56,43,1711,478,1056,338,1061,337,0,13,868,234,868,234,0,13,0,13,868,234,199,75,669,243,868,234,548,227,868,234
"Block Group 1, Census Tract 15.07, Mecklenburg County, North Carolina",224,140,161,158,177,132,90,68,260,159,168,113,70,67,46,57,2673,658,0,13,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,14,21,0,13,0,13,24.0,8.0,0,13,408,417,1500000US371190015071,37,119,001507,1,108,154,2157,545,0,13,0,13,0,13,0,13,0,13,0,13,2673,658,534,332,1126,342,33,42,15,25,224,194,121,129,69,62,390,197,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,47,34,39,175,131,166,117,0,13,148,101,29,38,46,57,15,24,239,114,133,136,0,13,226,245,15,23,98,92,0,13,0,13,0,13,1316,357,31364.0,10019.0,0,13,1477,370,1126,342,1193,359,18,28,574,99,556,99,169,90,0,13,556,99,498,86,58,55,556,99,219,101,556,99
"Block Group 2, Census Tract 15.07, Mecklenburg County, North Carolina",77,79,33,48,36,35,43,52,19,23,47,53,18,25,10,15,1420,507,3,6,27,30,23,27,0,13,4,8,0,13,52,56,60,54,24,23,4,8,0,13,0,13,38.0,14.0,0,13,940,474,1500000US371190015072,37,119,001507,2,245,125,235,162,0,13,0,13,0,13,0,13,0,13,0,13,1420,507,391,185,568,194,121,90,140,128,67,54,87,61,17,23,8,17,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,33,48,32,35,47,51,0,13,49,53,0,13,26,28,69,97,265,145,11,14,62,52,171,79,55,48,158,123,0,13,0,13,0,13,902,286,33929.0,22032.0,17,23,1137,367,666,244,717,260,62,63,490,101,428,98,25,29,3,7,428,98,220,83,208,57,428,98,252,87,428,98
"Block Group 3, Census Tract 15.07, Mecklenburg County, North Carolina",0,13,23,37,75,63,66,79,28,44,61,64,31,34,19,27,1209,393,0,13,2,6,0,13,0,13,17,30,0,13,0,13,16,26,7,11,19,33,0,13,0,13,24.0,5.0,0,13,921,395,1500000US371190015073,37,119,001507,3,83,83,176,165,0,13,0,13,16,26,13,22,0,13,13,22,1209,393,367,166,487,174,22,37,32,46,155,96,93,80,16,24,14,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,45,60,56,102,90,0,13,61,64,31,34,73,83,20,31,82,68,51,63,1,7,115,66,44,70,75,75,34,48,0,13,0,13,595,177,36071.0,6038.0,20,25,888,284,507,163,525,176,27,33,421,99,394,100,51,34,0,13,394,100,307,98,87,54,394,100,180,85,394,100
"Block Group 1, Census Tract 15.08, Mecklenburg County, North Carolina",32,44,62,66,51,52,139,144,245,261,86,70,81,81,18,29,2740,804,28,32,0,13,72,81,67,59,0,13,0,13,0,13,0,13,32,35,36,41,16,27,15,25,37.0,7.0,0,13,1421,719,1500000US371190015081,37,119,001508,1,631,220,594,408,94,88,0,13,0,13,0,13,0,13,0,13,2740,804,1125,294,1400,328,417,221,72,60,284,158,107,87,168,114,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,62,66,51,52,139,144,15,23,71,68,61,77,38,44,0,13,459,226,54,50,111,74,373,290,148,96,508,228,82,71,30,49,13,20,1896,428,60993.0,9792.0,228,171,2026,440,1479,350,1584,363,23,34,1026,212,1003,216,16,28,0,13,1003,216,329,161,674,178,1003,216,602,162,1003,216
"Block Group 2, Census Tract 15.08, Mecklenburg County, North Carolina",202,98,20,33,62,77,54,66,135,126,160,119,210,130,97,67,3132,603,75,62,43,47,42,45,80,83,0,13,13,20,16,26,138,101,108,94,29,33,0,13,0,13,37.0,10.0,93,118,1318,477,1500000US371190015082,37,119,001508,2,730,321,862,300,0,13,0,13,0,13,129,144,0,13,129,144,3132,603,1106,290,1289,334,366,194,196,133,179,90,14,23,80,56,73,62,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,33,62,77,54,66,58,75,118,98,150,114,118,92,147,159,435,161,41,50,172,126,227,111,128,102,381,150,157,117,0,13,10,17,1938,361,62788.0,23773.0,95,74,2192,418,1478,306,1604,351,130,110,1222,179,1092,184,38,46,0,13,1092,184,419,133,673,164,1092,184,738,184,1092,184
"Block Group 3, Census Tract 15.08, Mecklenburg County, North Carolina",21,35,19,32,0,13,0,13,19,36,94,83,37,61,0,13,704,338,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26.0,1.0,0,13,344,302,1500000US371190015083,37,119,001508,3,15,27,345,281,0,13,0,13,0,13,0,13,0,13,0,13,704,338,178,149,337,164,42,51,37,60,112,113,16,25,55,80,40,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,32,0,13,0,13,0,13,0,13,94,83,37,61,0,13,0,13,193,196,36,59,0,13,14,27,0,13,55,70,0,13,0,13,0,13,441,239,39459.0,14967.0,51,63,514,252,373,196,438,248,54,62,320,122,266,110,33,42,0,13,266,110,266,110,0,13,266,110,154,124,266,110
"Block Group 1, Census Tract 15.09, Mecklenburg County, North Carolina",0,13,79,66,113,104,23,30,0,13,40,44,113,94,44,38,1527,458,22,32,24,34,24,19,0,13,0,13,7,12,36,41,23,40,98,54,2,5,11,16,0,13,34.0,4.0,18,29,1234,276,1500000US371190015091,37,119,001509,1,43,43,202,262,0,13,0,13,0,13,30,143,0,13,30,143,1527,458,645,185,689,204,112,89,52,55,167,103,79,57,19,28,5,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,55,48,88,78,23,30,0,13,65,56,76,58,56,79,10,47,346,151,58,50,62,58,173,87,80,46,147,80,17,24,14,21,0,13,966,221,55671.0,14704.0,35,31,1115,245,769,202,875,238,0,13,416,100,416,100,0,13,0,13,416,100,243,106,173,72,416,100,251,108,416,100
"Block Group 2, Census Tract 15.09, Mecklenburg County, North Carolina",14,22,241,272,207,263,13,14,64,79,146,118,296,255,64,74,2477,1103,73,86,7,12,9,13,8,13,14,17,0,13,61,44,6,11,21,22,52,35,7,11,14,23,30.0,20.0,8,12,1477,1038,1500000US371190015092,37,119,001509,2,80,89,886,409,0,13,0,13,0,13,26,39,0,13,26,39,2477,1103,642,234,813,272,8,13,36,38,191,137,92,72,43,53,43,64,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,24,40,217,267,201,263,12,14,0,13,181,168,261,251,75,75,22,26,216,97,45,44,38,31,167,89,135,84,155,104,16,18,26,31,8,14,1287,382,37083.0,4574.0,23,22,1432,386,927,301,1158,367,25,40,754,122,729,134,54,55,8,13,729,134,346,93,383,129,729,134,314,106,729,134
